application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/21101,1999-09-14,?,PCT,SWINEHART,EDWIN,L,99405,3617,114,382000,,None,12570.1WO01,256,10nov2001 00:00:00,9200,2006-03-27,,,200015490,2000-03-23,,,,PEND,PHOSPHORESCENT MARINE PRODUCTS,0,0
PCT/US99/21102,1999-09-15,?,PCT,None,None,None,,5331,000,000000,,None,STANLEY 158,218,06oct1999 19:38:50,9200,2006-03-27,,,200016947,2000-03-30,,,,PEND,MULTI-STROKE FASTENING DEVICE,0,0
PCT/US99/21103,1999-09-15,?,PCT,COLEMAN,BRENDA,LIBBY,70767,1624,544,251000,,None,018047-118,256,10nov2001 00:00:00,9200,2006-03-27,,,200015231,2000-03-23,,,,PEND,ADENOSINE A3 RECEPTOR MODULATORS,0,0
PCT/US99/21104,1999-09-15,?,PCT,MANSEN,MICHAEL,R,70947,3653,226,021000,,None,021239-038,256,10nov2001 00:00:00,9200,2006-03-27,,,200017083,2000-03-30,,,,PEND,BRAND FLEXIBLE TIPPING PAPER GUIDE,0,0
PCT/US99/21105,1999-09-14,?,PCT,NGO,CHUONG,D,71175,2121,708,250000,,None,38184-0130PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200016182,2000-03-23,,,,PEND,RANDOM NUMBER GENERATOR SEEDING,0,0
PCT/US99/21106,1999-09-14,?,PCT,WEHNER,CARY,ELLEN,78297,3732,623,001110,,None,ISOSP004.WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200015151,2000-03-23,,,,PEND,LINKAGE STENT,0,0
PCT/US99/21107,1999-09-13,?,PCT,None,None,None,,5331,000,000000,,None,ESS03 00087,218,06oct1999 19:38:04,9200,2006-03-27,,,200015416,2000-03-23,,,,PEND,METHOD FOR FABRICATING COMPOSITE PRESSURE VESSELS AND PRODUCTS FABRICATED BY THE METHOD,0,0
PCT/US99/21108,1999-09-13,?,PCT,HARLE,JENNIFER,I,70037,2167,705,026000,,None,AMAZON.008V,256,10nov2001 00:00:00,9200,2006-03-27,,,200017793,2000-03-30,,,,PEND,USE OF ELECTRONIC SHOPPING CARTS TO GENERATE PERSONAL RECOMMENDATIONS,0,0
PCT/US99/21109,1999-09-13,?,PCT,None,None,None,,5331,000,000000,,None,0045.PCT,218,27sep1999 19:37:48,9200,2006-03-27,,,200015262,2000-03-23,,,,PEND,DRY POWDER ACTIVE AGENT DELIVERY,0,0
PCT/US99/21110,1999-09-13,?,PCT,THOMPSON,MARC,D,74333,2152,709,245000,,None,03386.P002,256,10nov2001 00:00:00,9200,2006-03-27,,,200017761,2000-03-30,,,,PEND,METHOD AND APPARATUS FOR ADDRESSING AN ELECTRONIC DOCUMENT FOR TRANSMISSION OVER A NETWORK,0,0
PCT/US99/21111,1999-09-13,?,PCT,GHERBI,SUZETTE,JAIME J,71860,3738,623,001100,,None,3432.1PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200119284,2001-03-22,,,,PEND,END TO SIDE ANASTOMOTIC IMPLANT,0,0
PCT/US99/21112,1999-09-13,?,PCT,THOMPSON,MARC,D,74333,2152,709,245000,,None,03386.P002X,256,10nov2001 00:00:00,9200,2006-03-27,,,200017727,2000-03-30,,,,PEND,METHOD AND APPARATUS FOR QUERYING A USER KNOWLEDGE PROFILE,0,0
PCT/US99/21113,1999-09-13,?,PCT,None,None,None,,5331,000,000000,,None,54432PCT3A,218,27sep1999 19:37:09,9200,2006-03-27,,,200015331,2000-03-23,,,,PEND,EXTRACTION ARTICLES AND METHODS,0,0
PCT/US99/21114,1999-09-13,?,PCT,None,None,None,,5331,000,000000,,None,3804.PDD.KPU,218,27sep1999 19:37:05,9200,2006-03-27,,,200015870,2000-03-23,,,,PEND,WAFER PROCESSING REACTOR SYSTEM WITH PROGRAMMABLE PROCESSING PARAMETERS AND METHOD,0,0
PCT/US99/21115,1999-09-13,?,PCT,WOO,JULIAN,W,70008,3731,606,130000,,None,17150-18PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200015134,2000-03-23,,,,PEND,SYSTEM AND METHOD FOR PERFORMING IMAGE DIRECTED ROBOTIC ORTHOPEDIC PROCEDURES WITHOUT A FIDUCIAL,0,0
PCT/US99/21116,1999-09-13,?,PCT,SHAW,SHAWNA,JEANNINE,78303,3737,600,417000,,None,112800/ML-04,256,10nov2001 00:00:00,9200,2006-03-27,,,200015105,2000-03-23,,,,PEND,A SYSTEM FOR MARKING THE LOCATIONS OF IMAGED TISSUE WITH RESPECT TO THE SURFACE OF THE TISSUE,0,0
PCT/US99/21117,1999-09-13,?,PCT,LEADER,WILLIAM,T,78144,1741,205,318000,,None,M6644 HST/NI,256,10nov2001 00:00:00,9200,2006-03-27,,,200015879,2000-03-23,,,,PEND,METHOD FOR FORMING A LUBRICATIVE FILM FOR COLD WORKING,0,0
PCT/US99/21118,1999-09-14,?,PCT,RUDDOCK,ULA,CORINNA,59589,1771,428,343000,,None,F-10083-1 (D,256,10nov2001 00:00:00,9200,2006-03-27,,,200015728,2000-03-23,,,,PEND,HEAT-ACTIVATABLE POLYURETHANE COATINGS AND THEIR USE AS ADHESIVES,0,0
PCT/US99/21119,1999-09-13,?,PCT,None,None,None,,5331,000,000000,,None,51410-P011WO,218,27sep1999 19:36:17,9200,2006-03-27,,,200022871,2000-04-20,,,,PEND,SIGNALING SYSTEM AND METHOD FOR NETWORK-BASED PRE-PAID WIRELESS TELEPHONE SERVICE,0,0
PCT/US99/21121,1999-09-13,?,PCT,FRECH,KARL,D,62612,2876,235,462160,,None,235/080-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016240,2000-03-23,,,,PEND,FAST EDGE DETECTION SYSTEM TOLERANT OF HIGH DEGREE OF INTERSYMBOL INTERFERENCE,0,0
PCT/US99/21122,1999-09-13,?,PCT,JONES,DWAYNE,C,60709,1614,514,310000,,None,T-30(PCT),256,10nov2001 00:00:00,9200,2006-03-27,,,200016628,2000-03-30,,,,PEND,STABILIZED ALKYD BASED COMPOSITIONS CONTAINING HALOPROPYNYL COMPOUNDS,0,0
PCT/US99/21123,1999-09-14,?,PCT,FOX,DAVID,T,88443,1663,800,302000,,None,41-98 WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200015758,2000-03-23,,,,PEND,PLANT RESISTANCE TO INSECT PESTS MEDIATED BY VIRAL PROTEINS,0,0
PCT/US99/21124,1999-09-14,?,PCT,None,None,None,,5331,000,000000,,None,8194.180.WO,218,15oct1999 19:35:29,9200,2006-03-27,,,200030268,2000-05-25,,,,PEND,PORTABLE RADIOTELEPHONES INCLUDING PATCH ANTENNAS,0,0
PCT/US99/21125,1999-09-14,?,PCT,None,None,None,,5331,000,000000,,None,09850/007WO1,218,06oct1999 19:35:24,9200,2006-03-27,,,200015955,2000-03-23,,,,PEND,PISTON ENGINE BALANCING,0,0
PCT/US99/21126,1999-09-14,?,PCT,KINDRED,ALFORD,W,97943,2172,707,503000,,None,3568/2 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016178,2000-03-23,,,,PEND,ANALYTIC NETWORK ENGINE AND SPREADSHEET INTERFACE SYSTEM,0,0
PCT/US99/21127,1999-09-14,?,PCT,None,None,None,,5331,000,000000,,None,056-98-0410,218,13oct1999 19:35:08,9200,2006-03-27,,,200016681,2000-03-30,,,,PEND,DOUBLE DISHWASHER,0,0
PCT/US99/21128,1999-09-14,?,PCT,None,None,None,,5331,000,000000,,None,8194.195.WO,218,29sep1999 19:35:03,9200,2006-03-27,,,200030288,2000-05-25,,,,PEND,APPARATUS AND METHODS FOR PROVIDING HIGH- PENETRATION MESSAGING IN WIRELESS COMMUNICATIONS,0,0
PCT/US99/21129,1999-09-14,?,PCT,None,None,None,,5331,000,000000,,None,SONY-60WO,218,27sep1999 19:34:58,9200,2006-03-27,,,200025515,2000-05-04,,,,PEND,MANAGEMENT OF TRICK PLAYBACK OF DIGITAL VIDEO DATA,0,0
PCT/US99/21130,1999-09-14,?,PCT,LAWRENCE JR,FRANK,M,62767,1724,210,764000,,None,AFF-110.0 PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200015560,2000-03-23,,,,PEND,REVOVAL OF ALGAE-ASSOCIATED ODORANTS FROM FRESH WATER,0,0
PCT/US99/21131,1999-09-14,?,PCT,None,None,None,,5331,000,000000,,None,ROKWELL.036V,218,18oct1999 19:34:44,9200,2006-03-27,,,200016498,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR DYNAMICALLY SWITCHING BETWEEN SPEECH CODING TECHNIQUES,0,0
PCT/US99/21132,1999-09-15,?,PCT,HOANG,TU,BA,70101,3742,099,412000,,None,18716.57666,566,16dec1999 00:00:00,9200,2006-03-27,,,200015089,2000-03-23,,,,PEND,COOKING UTENSIL,0,0
PCT/US99/21133,1999-09-15,?,PCT,SAETHER,FLEMMING,,59640,3627,411,107000,,None,461-99,256,10nov2001 00:00:00,9200,2006-03-27,,,200022307,2000-04-20,,,,PEND,JACKING SCREW,0,0
PCT/US99/21134,1999-09-15,?,PCT,COPENHEAVER,BLAINE,R,71596,1771,428,221000,,None,22775,256,10nov2001 00:00:00,9200,2006-03-27,,,200021476,2000-04-20,,,,PEND,COMPRESSIBLE WOOD PULP PRODUCT,0,0
PCT/US99/21135,1999-09-15,?,PCT,PERT,EVAN,T,77729,2813,438,172000,,None,07206/065WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200019512,2000-04-06,,,,PEND,PSEUDOMORPHIC HIGH ELECTRON MOBILITY TRANSISTORS,0,0
PCT/US99/21136,1999-09-15,?,PCT,None,None,None,,5332,000,000000,,None,27943.276WO(,218,05oct1999 19:33:59,9200,2006-03-27,,,200017762,2000-03-30,,,,PEND,ISOCHRONOUS PIPES CHANNEL MAPPING,0,0
PCT/US99/21137,1999-09-15,?,PCT,None,None,None,,5332,000,000000,,None,03SA06748,218,08oct1999 19:33:54,9200,2006-03-27,,,200019119,2000-04-06,,,,PEND,BEARING SYSTEMS HAVING REDUCED NOISE AND AXIAL PRELOAD,0,0
PCT/US99/21138,1999-09-15,?,PCT,NGO,LIEN,M,98508,3731,606,151000,,None,YEU9901P,256,10nov2001 00:00:00,9200,2006-03-27,,,200040159,2000-07-13,,,,PEND,TISSUE FASTENING DEVICES AND METHODS FOR SUSTAINED HOLDING STRENGTH,0,0
PCT/US99/21139,1999-09-15,?,PCT,STAHL,MICHAEL,J,73545,2874,385,018000,,None,2149PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200020899,2000-04-13,,,,PEND,"FLEXIBLE, MODULAR, COMPACT FIBER OPTIC SWITCH",0,0
PCT/US99/21140,1999-09-15,?,PCT,WILLIAMSON,MICHAEL,A,71160,1616,424,488000,,None,8747.36,256,10nov2001 00:00:00,9200,2006-03-27,,,200018338,2000-04-06,,,,PEND,METHODS AND APPARATUS FOR IMPROVED ADMINISTRATION OF FENTANYL AND SUFENTANIL,0,0
PCT/US99/21141,1999-09-15,?,PCT,GELIN,JEAN,ALLAND,92015,2643,455,402000,,None,4034 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200018098,2000-03-30,,,,PEND,METHOD AND SYSTEM FOR DISTRIBUTION OF WIRELESS SIGNALS FOR INCREASED WIRELESS COVERAGE USING,0,0
PCT/US99/21142,1999-09-15,?,PCT,GHYKA,ALEXANDER,G,61187,2812,438,758000,,None,4460-23,256,10nov2001 00:00:00,9200,2006-03-27,,,200016388,2000-03-23,,,,PEND,HIGH RATE SILICON DIOXIDE DEPOSITION AT LOW PRESSURES,0,0
PCT/US99/21143,1999-09-15,?,PCT,GARCIA,JOANNIE,A,76645,2823,438,758000,,None,4460-24,256,10nov2001 00:00:00,9200,2006-03-27,,,200016387,2000-03-23,,,,PEND,HIGH RATE SILICON NITRIDE DEPOSITION METHOD AT LOW PRESSURES,0,0
PCT/US99/21145,1999-09-15,?,PCT,WALKER,MISTY,F,86869,5332,000,000000,,None,FP02 43327,218,31oct1999 19:32:23,9200,2006-03-27,,,200015357,2000-03-23,,,,PEND,POLYMER FILL COATING FOR LAMINATE OR COMPOSITE AND METHOD FOR MAKING THE SAME,0,0
PCT/US99/21147,1999-09-15,?,PCT,WILLIAMS,JOSEPH,L,70984,2879,313,582000,,None,226334,256,10nov2001 00:00:00,9200,2006-03-27,,,200016367,2000-03-23,,,,PEND,AC GLOW PLASMA DISCHARGE DEVICE HAVING AN ELECTRODE COVERED WITH APERTURED DIELECTRIC,0,0
PCT/US99/21148,1999-09-15,?,PCT,SAMPLE,DAVID,R,95863,1755,423,324000,,None,415000-472,256,10nov2001 00:00:00,9200,2006-03-27,,,200015551,2000-03-23,,,,PEND,INORGANIC OXIDES WITH MESOPOROSITY OR COMBINED MESO- AND MICROPOROSITY AND PROCESS FOR THE,0,0
PCT/US99/21149,1999-09-15,?,PCT,ABRAMS,NEIL,,82429,2831,439,065000,,None,FP67829/ENB,256,10nov2001 00:00:00,9200,2006-03-27,,,200016445,2000-03-23,,,,PEND,"LOW PROFILE CONNECTOR ASSEMBLY WITH ONE-PIECE CONTACT BLADE, ONE-PIECE SOCKET CONTACT AND DUAL",0,0
PCT/US99/21150,1999-09-15,?,PCT,ZANELLI,MICHAEL,J,71000,3661,701,003000,,None,FP66225/DCA,256,10nov2001 00:00:00,9200,2006-03-27,,,200016230,2000-03-23,,,,PEND,"AVIATION, TERRAIN AND WEATHER DISPLAY SYSTEM",0,0
PCT/US99/21151,1999-09-14,?,PCT,PONNALURI,PADMASHRI,,59999,1627,435,007100,,None,NAVI009/02WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200016231,2000-03-23,,,,PEND,METHOD FOR SCREENING AND PRODUCING COMPOUND LIBRARIES,0,0
PCT/US99/21152,1999-09-10,?,PCT,None,None,None,,5332,000,000000,,None,96044-01PCT,218,01oct1999 19:31:16,9200,2006-03-27,,,200020470,2000-04-13,,,,PEND,AQUEOUS DISPERSIONS,0,0
PCT/US99/21153,1999-09-14,?,PCT,FREDMAN,JEFFREY,NORMAN,99343,1655,435,006000,,None,124/004/PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200120033,2001-03-22,,,,PEND,METHODS FOR SELECTING PROSTATE CANCER TREATMENT AND TREATING PROSTATE CANCER,0,0
PCT/US99/21154,1999-09-10,?,PCT,TOOMER,CEPHIA,D,75336,1771,044,403000,,None,2837WO,566,30nov1999 00:00:00,9200,2006-03-27,,,200015739,2000-03-23,,,,PEND,DIESEL FUEL COMPOSITIONS,0,0
PCT/US99/21155,1999-09-10,?,PCT,TRAN,THUY,VAN,90148,3652,414,809000,,None,KAR6.PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200120104,2001-03-22,,,,PEND,MULTIPLE AUTOMOBILE TRANSPORT SYSTEM,0,0
PCT/US99/21156,1999-09-10,?,PCT,None,None,None,,5332,000,000000,,None,65304-0144,218,01oct1999 19:30:43,9200,2006-03-27,,,200119786,2001-03-22,,,,PEND,"CATALYST LIGANDS, CATALYTIC METAL COMPLEXES AND PROCESSES USING AND METHODS OF MAKING SAME",0,0
PCT/US99/21157,1999-09-10,?,PCT,HACKLEY JR,PERRY,H,95888,5332,000,000000,,None,591-98-021,218,04oct1999 19:30:38,9200,2006-03-27,,,200016057,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR GRAPHICALLY MONITORING AND CONTROLLING A VEHICLE ANTI-LOCK BRAKING SYSTEM,0,0
PCT/US99/21158,1999-09-13,?,PCT,DAY,MICHAEL,HENRY,77049,2879,313,118000,,None,FLTCR-001PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200017973,2000-03-30,,,,PEND,THREE-DIMENSIONAL MULTIPLE SERIES GAP SPARK PLUG,0,0
PCT/US99/21159,1999-09-10,?,PCT,BALI,VIKKRAM,,92978,2667,382,115000,,None,IPSA-1 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016246,2000-03-23,,,,PEND,MEASUREMENT OF ELECTRIC AND/OR MAGNETIC PROPERTIES IN ORGANISMS USING ELECTROMAGNETIC RADIATION,0,0
PCT/US99/21160,1999-09-13,?,PCT,SAID,MANSOUR,M,98351,2628,345,163000,,None,M61.13-0128,256,10nov2001 00:00:00,9200,2006-03-27,,,200016187,2000-03-23,,,,PEND,INPUT DEVICE WITH FORWARD/BACKWARD CONTROL,0,0
PCT/US99/21162,1999-09-13,?,PCT,None,None,None,,5332,000,000000,,None,ESS03 00086,218,04oct1999 19:29:54,9200,2006-03-27,,,200015417,2000-03-23,,,,PEND,METHOD FOR FABRICATING COMPOSITE PRESSURE VESSELS AND PRODUCTS FABRICATED BY THE METHOD,0,0
PCT/US99/21163,1999-09-13,?,PCT,None,None,None,,5332,000,000000,,None,ESS03 00088,218,06oct1999 19:29:50,9200,2006-03-27,,,200015418,2000-03-23,,,,PEND,METHOD FOR FABRICATING COMPOSITE PRESSURE VESSELS AND PRODUCTS FABRICATED BY THE METHOD,0,0
PCT/US99/21164,1999-09-10,?,PCT,TRIEU,VAN,THANH,96927,2685,340,572100,,None,K047 2090,256,11nov2001 00:00:00,9200,2006-03-27,,,200016284,2000-03-23,,,,PEND,TAMPER DETECTION AND PREVENTION FOR AN OBJECT CONTROL AND TRACKING SYSTEM,0,0
PCT/US99/21165,1999-09-10,?,PCT,TRAN,BINH,Q,88291,3748,060,274000,,None,ANL98013PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200015951,2000-03-23,,,,PEND,METHOD TO REDUCE DIESEL ENGINE EXHAUST EMISSIONS,0,0
PCT/US99/21166,1999-09-10,?,PCT,None,None,None,,5332,000,000000,,None,CM1900/MH,218,04oct1999 19:29:25,9200,2006-03-27,,,200015750,2000-03-23,,,,PEND,SANITISING COMPOSITIONS AND METHODS,0,0
PCT/US99/21167,1999-09-13,?,PCT,WONG,KIN,C,71695,2688,360,077040,,None,S01.13-0572,256,10nov2001 00:00:00,9200,2006-03-27,,,200016332,2000-03-23,,,,PEND,CONCENTRIC SPACING OF VIRTUAL DATA TRACKS USING RUN-OUT COMPENSATION,0,0
PCT/US99/21168,1999-09-13,?,PCT,SWANN III,GLEN,R,94464,2736,340,572100,,None,C4-543PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016287,2000-03-23,,,,PEND,PRODUCT AUTHENTICATION INDICIA CONCEALED IN MAGNETOMECHANICAL EAS MARKER,0,0
PCT/US99/21169,1999-09-13,?,PCT,None,None,None,,5333,000,000000,,None,BHR-152842,218,29sep1999 19:29:03,9200,2006-03-27,,,200015717,2000-03-23,,,,PEND,POLYESTER COMPOSITIONS CONTAINING AN IMPACT MODIFIER,0,0
PCT/US99/21170,1999-09-13,?,PCT,None,None,None,,5333,000,000000,,None,A061PCT,218,08oct1999 19:28:59,9200,2017-03-08,,,2000015247,2000-03-23,,,,PEND,METHODS OF TREATING MULTIPLE MYELOMA AND MYELOMA- INDUCED BONE RESORPTION USING ANTAGONISTS OF THE,0,0
PCT/US99/21171,1999-09-13,?,PCT,SZMAL,BRIAN,SCOTT,62393,3736,600,037000,,None,BENDE-007PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200016717,2000-03-30,,,,PEND,SURGICAL TENSION/PRESSURE MONITOR,0,0
PCT/US99/21172,1999-09-13,?,PCT,None,None,None,,5333,000,000000,,None,98B058,218,29sep1999 19:28:43,9200,2006-03-27,,,200015190,2000-03-23,,,,PEND,COSMETIC COMPOSITIONS CONTAINING HIGHER ALKYL ACETATES AS EMOLLIENTS,0,0
PCT/US99/21173,1999-09-13,?,PCT,YOUNG,BRIAN,K,97180,2845,341,059000,,None,S01.13-0571,256,10nov2001 00:00:00,9200,2006-03-27,,,200016484,2000-03-23,,,,PEND,ENCODING AND DECODING TECHNIQUES FOR DATA IN 24 BIT SEQUENCES,0,0
PCT/US99/21174,1999-09-13,?,PCT,HENDRICKSON,STUART,L,67698,1754,423,445000,,None,99-04 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200015548,2000-03-23,,,,PEND,FULLERENE BASED SINTERED CARBON MATERIALS,0,0
PCT/US99/21175,1999-09-13,?,PCT,LE,THIEN,MINH,70290,2876,235,472010,,None,8357PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016241,2000-03-23,,,,PEND,OPTICAL FOCUSING DEVICE,0,0
PCT/US99/21176,1999-09-13,?,PCT,LEE,LI,,73618,1645,435,183000,,None,06510-106WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200015660,2000-03-23,,,,PEND,TARGET OF RNAIII ACTIVATING PROTEIN (TRAP),0,0
PCT/US99/21177,1999-09-13,?,PCT,GABEL,GAILENE,,85987,1678,435,007100,,None,9555-010-228,256,10nov2001 00:00:00,9200,2006-03-27,,,200016100,2000-03-23,,,,PEND,METHODS FOR IDENTIFYING HOT-SPOT RESIDUES OF BINDING PROTEINS AND SMALL COMPOUNDS THAT BIND TO,0,0
PCT/US99/21178,1999-09-13,?,PCT,PYO,KEVIN,K,87798,2878,250,201200,,None,8361PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016147,2000-03-23,,,,PEND,VARIABLE FOCUS OPTICAL SYSTEM,0,0
PCT/US99/21179,1999-09-13,?,PCT,LIU,SHUWANG,,98206,2631,375,200000,,None,080398.P141,566,06dec1999 00:00:00,9200,2006-03-27,,,200120800,2001-03-22,,,,PEND,METHOD AND APPARATUS FOR DEMODULATING TRELLIS CODED DIRECT SEQUENCE SPREAD SPECTRUM,0,0
PCT/US99/21180,1999-09-14,?,PCT,None,None,None,,5330,000,000000,,None,BRI331/22(A),218,07oct1999 19:27:28,9200,2006-03-27,,,200016267,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR PROJECTING MR ANGIOGRAPHIC DATA,0,0
PCT/US99/21181,1999-09-14,?,PCT,PHAN,THAI,Q,62297,2123,379,001000,,None,SONY-62WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200025240,2000-05-04,,,,PEND,SIMULATOR ARCHITECTURE,0,0
PCT/US99/21182,1999-09-14,?,PCT,SHELBORNE,KATHRYNE,E,95044,1616,424,484000,,None,04712/018WO2,256,10nov2001 00:00:00,9200,2006-03-27,,,200015194,2000-03-23,,,,PEND,CALCIUM PHOSPHATE DELIVERY VEHICLE AND ADJUVANT,0,0
PCT/US99/21183,1999-09-14,?,PCT,VU,DAVID,HUNG,68637,2844,315,291000,,None,EGG-139J,256,10nov2001 00:00:00,9200,2006-03-27,,,200016594,2000-03-23,,,,PEND,BALLAST CIRCUIT FOR HIGH INTENSITY DISCHARGE LAMPS,0,0
PCT/US99/21184,1999-09-14,?,PCT,None,None,None,,5333,000,000000,,None,28349/10045,218,16feb2000 19:26:49,9200,2006-03-27,,,200022691,2000-04-20,,,,PEND,DUAL OPERATION MODE ALL TEMPERATURE FILTER USING SUPERCONDUCTING RESONATORS,0,0
PCT/US99/21185,1999-09-14,?,PCT,MAH,CHUCK,Y,65272,3626,016,324000,,None,0739D0071PCA,256,10nov2001 00:00:00,9200,2006-03-27,,,200015935,2000-03-23,,,,PEND,POSITIVE LOCK ARMREST MECHANISM,0,0
PCT/US99/21186,1999-09-14,?,PCT,SAINT SURIN,JACQUES,M,98966,2747,379,407000,,None,670025-7007.,256,10nov2001 00:00:00,9200,2006-03-27,,,200018099,2000-03-30,,,,PEND,INTERFEERENCE CANCELING METHOD AND APPARATUS,0,0
PCT/US99/21187,1999-09-14,?,PCT,GLESSNER,BRIAN,E,67686,3635,052,604000,,None,AA1PCT,275,14apr2003 00:00:00,9200,2006-03-27,,,200019026,2000-04-06,,,,PEND,"BIDIRECTIONALLY INTERLOCKING, HOLLOW BRICK",0,0
PCT/US99/21188,1999-09-14,?,PCT,PEYTON,TAMMARA,R,67713,2184,379,001000,,None,M82.3-8502,256,10nov2001 00:00:00,9200,2006-03-27,,,200016590,2000-03-23,,,,PEND,SYSTEM FOR PROGRAMMING HEARING AIDS,0,0
PCT/US99/21189,1999-09-14,?,PCT,FETZNER,TIFFANY,A,70096,2862,324,312000,,None,3788.1PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016130,2000-03-23,,,,PEND,SLIDING INTERLEAVED PROJECTION RECONSTRUCTION,0,0
PCT/US99/21190,1999-09-14,?,PCT,None,None,None,,5333,000,000000,,None,758.796WO01,218,30sep1999 19:25:47,9200,2006-03-27,,,200017497,2000-03-30,,,,PEND,APPARATUS FOR INSTALLING A PACKING MATERIAL IN A MUFFLER ASSEMBLY; AND METHODS THEREOF,0,0
PCT/US99/21191,1999-09-15,?,PCT,WALTON,GEORGE,L,65796,3753,137,240000,,None,KVC/VALV-16A,256,10nov2001 00:00:00,9200,2006-03-27,,,200015985,2000-03-23,,,,PEND,SWITCH VALVE,0,0
PCT/US99/21192,1999-09-15,?,PCT,None,None,None,,5333,000,000000,,None,1998U007.WO,218,30sep1999 19:25:31,9200,2006-03-27,,,200015676,2000-03-23,,,,PEND,CATALYST COMPOSITION FOR THE POLYMERIZATION OF OLEFINS,0,0
PCT/US99/21193,1999-09-15,?,PCT,None,None,None,,5333,000,000000,,None,98057CIP/MAF,218,30sep1999 19:25:27,9200,2006-03-27,,,200015555,2000-03-23,,,,PEND,METHODS TO PARTIALLY REDUCE A NIOBIUM METAL OXIDE AND OXYGEN REDUCED NIOBIUM OXIDES,0,0
PCT/US99/21194,1999-09-15,?,PCT,None,None,None,,5333,000,000000,,None,P1626R2,218,04oct1999 19:25:22,9200,2006-03-27,,,200017353,2000-03-30,,,,PEND,UCP4,0,0
PCT/US99/21195,1999-09-14,?,PCT,WONG,LESLIE,A,60400,1761,426,020000,,None,5670.204-WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200015038,2000-03-23,,,,PEND,METHODS FOR USING PECTATE LYASES IN BAKING,0,0
PCT/US99/21196,1999-09-15,?,PCT,None,None,None,,5333,000,000000,,None,484-9235-PCT,218,01oct1999 19:25:08,9200,2006-03-27,,,200015942,2000-03-23,,,,PEND,"REINFORCED ABRASIVE-IMPREGNATED CUTTING ELEMENTS, DRILL BITS INCLUDING SAME AND METHODS",0,0
PCT/US99/21197,1999-09-15,?,PCT,STEWART JR,CHARLES,W,68142,2853,347,019000,,None,LE9-97-089,256,10nov2001 00:00:00,9200,2006-03-27,,,200015437,2000-03-23,,,,PEND,METHOD AND APPARATUS FOR CUSTOMIZED CONTROL OF A PRINT CARTRIDGE,0,0
PCT/US99/21198,1999-09-15,?,PCT,None,None,None,,5333,000,000000,,None,DN1998206PCT,218,15oct1999 19:24:56,9200,2006-03-27,,,200119626,2001-03-22,,,,PEND,LOW PRESSURE WARNING SYSTEM (LPWS) FOR PNEUMATIC TIRES,0,0
PCT/US99/21199,1999-09-15,?,PCT,MERTZ,PREMA,MARIA,76749,1646,424,085200,,None,GI 5337A-PCT,566,24jan2000 00:00:00,9200,2006-03-27,,,200015249,2000-03-23,,,,PEND,TREATMENT OF KAPOSI'S SARCOMA WITH IL-12,0,0
PCT/US99/21200,1999-09-15,?,PCT,MEEKS,TIMOTHY,HOWARD,68169,1762,427,248100,,None,4460-22,256,10nov2001 00:00:00,9200,2006-03-27,,,200015868,2000-03-23,,,,PEND,HIGH RATE SILICON DEPOSITION METHOD AT LOW PRESSURES,0,0
PCT/US99/21201,1999-09-15,?,PCT,None,None,None,,5331,000,000000,,None,6729-102,218,06oct1999 19:24:30,9200,2006-03-27,,,200017824,2000-03-30,,,,PEND,SYSTEM AND METHOD FOR OBTAINING AND RANKING OPINIONS BY VOTES RELATED TO VARIOUS SUBJECT,0,0
